charger_id,station_id,station_type,charger_type,power_kw,connector_type,availability_rate
ST0132-C06,ST0132,Mall_Retail,AC,22,Type2,0.995
ST0132-C07,ST0132,Mall_Retail,DC_Ultra,150,CCS2,0.9828
ST0133-C01,ST0133,Office_Commercial,AC,11,Type2,0.9647
ST0133-C02,ST0133,Office_Commercial,AC,11,Type2,0.961
ST0133-C03,ST0133,Office_Commercial,AC,11,Type2,0.9636
ST0133-C04,ST0133,Office_Commercial,DC_Fast,50,CCS2,0.9523
ST0133-C05,ST0133,Office_Commercial,DC_Fast,50,CCS2,0.9667
ST0133-C06,ST0133,Office_Commercial,AC,22,Type2,0.9737
ST0133-C07,ST0133,Office_Commercial,AC,22,Type2,0.9742
ST0133-C08,ST0133,Office_Commercial,DC_Fast,50,CCS2,0.9504
ST0133-C09,ST0133,Office_Commercial,AC,11,Type2,0.9716
ST0133-C10,ST0133,Office_Commercial,DC_Fast,60,CCS2,0.9523
ST0133-C11,ST0133,Office_Commercial,DC_Fast,60,CCS2,0.9457
ST0133-C12,ST0133,Office_Commercial,AC,11,Type2,0.9719
ST0134-C01,ST0134,Mall_Retail,DC_Fast,50,CCS2,0.9613
ST0134-C02,ST0134,Mall_Retail,DC_Ultra,150,CCS2,0.9751
ST0134-C03,ST0134,Mall_Retail,AC,7,Type2,0.9716
ST0134-C04,ST0134,Mall_Retail,DC_Ultra,120,CCS2,0.9617
ST0134-C05,ST0134,Mall_Retail,DC_Fast,60,CCS2,0.9617
ST0134-C06,ST0134,Mall_Retail,DC_Ultra,150,CCS2,0.9687
ST0134-C07,ST0134,Mall_Retail,DC_Fast,60,CCS2,0.9649
ST0134-C08,ST0134,Mall_Retail,DC_Fast,50,CCS2,0.9622
ST0134-C09,ST0134,Mall_Retail,AC,7,Type2,0.968
ST0134-C10,ST0134,Mall_Retail,DC_Fast,50,CCS2,0.9677
ST0134-C11,ST0134,Mall_Retail,AC,7,Type2,0.9586
ST0134-C12,ST0134,Mall_Retail,AC,22,Type2,0.9665
ST0135-C01,ST0135,Highway,DC_Fast,50,CCS2,0.9681
ST0135-C02,ST0135,Highway,DC_Fast,30,CCS2,0.9614
ST0135-C03,ST0135,Highway,DC_Fast,60,CCS2,0.9651
ST0135-C04,ST0135,Highway,DC_Fast,50,CCS2,0.9645
ST0135-C05,ST0135,Highway,DC_Fast,60,CCS2,0.959
ST0135-C06,ST0135,Highway,DC_Ultra,150,CCS2,0.9564
ST0135-C07,ST0135,Highway,AC,22,Type2,0.9555
ST0135-C08,ST0135,Highway,DC_Fast,30,CCS2,0.9704
ST0135-C09,ST0135,Highway,DC_Fast,60,CCS2,0.9515
ST0135-C10,ST0135,Highway,DC_Fast,50,CCS2,0.9517
ST0135-C11,ST0135,Highway,DC_Fast,30,CCS2,0.9659
ST0135-C12,ST0135,Highway,DC_Ultra,120,CCS2,0.965
ST0135-C13,ST0135,Highway,DC_Fast,50,CCS2,0.9559
ST0135-C14,ST0135,Highway,DC_Fast,30,CCS2,0.9622
ST0135-C15,ST0135,Highway,DC_Ultra,120,CCS2,0.9633
ST0135-C16,ST0135,Highway,DC_Fast,60,CCS2,0.9476
ST0136-C01,ST0136,Residential,AC,11,Type2,0.9626
ST0136-C02,ST0136,Residential,AC,7,Type2,0.9557
ST0136-C03,ST0136,Residential,DC_Fast,30,CCS2,0.9411
ST0136-C04,ST0136,Residential,AC,22,Type2,0.9578
ST0136-C05,ST0136,Residential,AC,22,Type2,0.9456
ST0136-C06,ST0136,Residential,AC,11,Type2,0.9727
ST0136-C07,ST0136,Residential,AC,7,Type2,0.9558
ST0137-C01,ST0137,Fleet,DC_Fast,50,CCS2,0.9549
ST0137-C02,ST0137,Fleet,DC_Fast,30,CCS2,0.9768
ST0137-C03,ST0137,Fleet,DC_Fast,50,CCS2,0.958
ST0137-C04,ST0137,Fleet,DC_Fast,50,CCS2,0.9697
ST0137-C05,ST0137,Fleet,DC_Fast,30,CCS2,0.9559
ST0137-C06,ST0137,Fleet,DC_Ultra,120,CCS2,0.9754
ST0137-C07,ST0137,Fleet,DC_Ultra,180,CCS2,0.9743
ST0137-C08,ST0137,Fleet,DC_Fast,50,CCS2,0.9645
ST0137-C09,ST0137,Fleet,DC_Fast,30,CCS2,0.9543
ST0137-C10,ST0137,Fleet,DC_Fast,50,CCS2,0.9786
ST0137-C11,ST0137,Fleet,AC,7,Type2,0.9719
ST0137-C12,ST0137,Fleet,DC_Fast,50,CCS2,0.9717
ST0137-C13,ST0137,Fleet,DC_Fast,50,CCS2,0.962
ST0138-C01,ST0138,Mall_Retail,DC_Ultra,180,CCS2,0.9732
ST0138-C02,ST0138,Mall_Retail,DC_Fast,50,CCS2,0.977
ST0138-C03,ST0138,Mall_Retail,DC_Ultra,180,CCS2,0.9763
ST0138-C04,ST0138,Mall_Retail,DC_Fast,60,CCS2,0.9803
ST0138-C05,ST0138,Mall_Retail,DC_Ultra,180,CCS2,0.966
ST0138-C06,ST0138,Mall_Retail,DC_Fast,60,CCS2,0.9777
ST0138-C07,ST0138,Mall_Retail,DC_Fast,60,CCS2,0.9762
ST0138-C08,ST0138,Mall_Retail,DC_Fast,50,CCS2,0.9898
ST0139-C01,ST0139,Residential,AC,11,Type2,0.9603
ST0139-C02,ST0139,Residential,DC_Ultra,120,CCS2,0.9573
ST0139-C03,ST0139,Residential,AC,11,Type2,0.9698
ST0139-C04,ST0139,Residential,DC_Fast,60,CCS2,0.9545
ST0139-C05,ST0139,Residential,DC_Fast,60,CCS2,0.9577
ST0140-C01,ST0140,Highway,DC_Fast,60,CCS2,0.9356
ST0140-C02,ST0140,Highway,AC,7,Type2,0.9381
ST0140-C03,ST0140,Highway,DC_Fast,30,CCS2,0.941
ST0140-C04,ST0140,Highway,DC_Fast,50,CCS2,0.9414
ST0140-C05,ST0140,Highway,DC_Ultra,150,CCS2,0.9476
ST0140-C06,ST0140,Highway,DC_Fast,60,CCS2,0.9381
ST0140-C07,ST0140,Highway,DC_Fast,50,CCS2,0.9368
ST0140-C08,ST0140,Highway,DC_Fast,60,CCS2,0.9675
ST0140-C09,ST0140,Highway,DC_Fast,60,CCS2,0.9522
ST0140-C10,ST0140,Highway,DC_Ultra,180,CCS2,0.931
ST0140-C11,ST0140,Highway,DC_Fast,30,CCS2,0.9568
ST0141-C01,ST0141,Highway,DC_Ultra,150,CCS2,0.9858
ST0141-C02,ST0141,Highway,DC_Fast,50,CCS2,0.9907
ST0141-C03,ST0141,Highway,DC_Fast,50,CCS2,0.9857
ST0141-C04,ST0141,Highway,DC_Ultra,120,CCS2,0.9806
ST0141-C05,ST0141,Highway,DC_Ultra,150,CCS2,0.9931
ST0141-C06,ST0141,Highway,DC_Fast,30,CCS2,0.9905
ST0141-C07,ST0141,Highway,DC_Fast,50,CCS2,0.9873
ST0141-C08,ST0141,Highway,DC_Ultra,180,CCS2,0.9944
ST0141-C09,ST0141,Highway,DC_Fast,50,CCS2,0.9861
ST0141-C10,ST0141,Highway,DC_Fast,50,CCS2,0.9887
ST0141-C11,ST0141,Highway,AC,11,Type2,0.9892
ST0141-C12,ST0141,Highway,DC_Fast,50,CCS2,0.981
ST0142-C01,ST0142,Office_Commercial,DC_Fast,50,CCS2,0.995
ST0142-C02,ST0142,Office_Commercial,DC_Fast,50,CCS2,0.989
ST0142-C03,ST0142,Office_Commercial,DC_Fast,50,CCS2,0.995
ST0142-C04,ST0142,Office_Commercial,DC_Fast,50,CCS2,0.995
ST0142-C05,ST0142,Office_Commercial,DC_Fast,30,CCS2,0.9868
ST0142-C06,ST0142,Office_Commercial,AC,7,Type2,0.995
ST0142-C07,ST0142,Office_Commercial,DC_Fast,50,CCS2,0.9879
ST0142-C08,ST0142,Office_Commercial,DC_Fast,50,CCS2,0.9907
ST0142-C09,ST0142,Office_Commercial,AC,22,Type2,0.995
ST0142-C10,ST0142,Office_Commercial,AC,7,Type2,0.9883
ST0142-C11,ST0142,Office_Commercial,DC_Ultra,150,CCS2,0.9943
ST0143-C01,ST0143,Mall_Retail,DC_Fast,30,CCS2,0.9659
ST0143-C02,ST0143,Mall_Retail,DC_Fast,30,CCS2,0.9811
ST0143-C03,ST0143,Mall_Retail,DC_Fast,50,CCS2,0.9692
ST0143-C04,ST0143,Mall_Retail,AC,11,Type2,0.9804
ST0143-C05,ST0143,Mall_Retail,DC_Fast,50,CCS2,0.9616
ST0143-C06,ST0143,Mall_Retail,DC_Fast,50,CCS2,0.9619
ST0143-C07,ST0143,Mall_Retail,DC_Fast,50,CCS2,0.9875
ST0144-C01,ST0144,Hotel,AC,22,Type2,0.98
ST0144-C02,ST0144,Hotel,DC_Ultra,150,CCS2,0.9728
ST0144-C03,ST0144,Hotel,AC,22,Type2,0.9658
ST0144-C04,ST0144,Hotel,AC,22,Type2,0.9738
ST0144-C05,ST0144,Hotel,DC_Ultra,120,CCS2,0.9682
ST0144-C06,ST0144,Hotel,AC,11,Type2,0.9766
ST0144-C07,ST0144,Hotel,AC,22,Type2,0.9532
ST0144-C08,ST0144,Hotel,DC_Fast,50,CCS2,0.9755
ST0145-C01,ST0145,Fleet,DC_Fast,60,CCS2,0.9358
ST0145-C02,ST0145,Fleet,DC_Fast,50,CCS2,0.9337
ST0145-C03,ST0145,Fleet,DC_Fast,50,CCS2,0.9431
ST0145-C04,ST0145,Fleet,DC_Ultra,150,CCS2,0.9382
ST0145-C05,ST0145,Fleet,DC_Fast,50,CCS2,0.9286
ST0145-C06,ST0145,Fleet,DC_Fast,50,CCS2,0.9349
ST0145-C07,ST0145,Fleet,DC_Fast,50,CCS2,0.9477
ST0145-C08,ST0145,Fleet,DC_Fast,50,CCS2,0.9409
ST0145-C09,ST0145,Fleet,DC_Ultra,120,CCS2,0.9338
ST0145-C10,ST0145,Fleet,DC_Ultra,150,CCS2,0.9252
ST0145-C11,ST0145,Fleet,DC_Fast,50,CCS2,0.9387
ST0145-C12,ST0145,Fleet,DC_Ultra,150,CCS2,0.937
ST0145-C13,ST0145,Fleet,DC_Fast,50,CCS2,0.9355
ST0145-C14,ST0145,Fleet,DC_Fast,50,CCS2,0.9432
ST0146-C01,ST0146,Highway,AC,7,Type2,0.9453
ST0146-C02,ST0146,Highway,DC_Fast,60,CCS2,0.9478
ST0146-C03,ST0146,Highway,DC_Fast,60,CCS2,0.9552
ST0146-C04,ST0146,Highway,DC_Fast,50,CCS2,0.9334
ST0146-C05,ST0146,Highway,DC_Fast,60,CCS2,0.9554
ST0146-C06,ST0146,Highway,DC_Ultra,150,CCS2,0.9466
ST0146-C07,ST0146,Highway,DC_Fast,30,CCS2,0.9339
ST0146-C08,ST0146,Highway,AC,7,Type2,0.9324
ST0146-C09,ST0146,Highway,DC_Ultra,120,CCS2,0.9453
ST0147-C01,ST0147,Fleet,DC_Fast,30,CCS2,0.9566
ST0147-C02,ST0147,Fleet,DC_Fast,50,CCS2,0.9623
ST0147-C03,ST0147,Fleet,DC_Ultra,150,CCS2,0.9547
ST0147-C04,ST0147,Fleet,DC_Fast,50,CCS2,0.9457
ST0147-C05,ST0147,Fleet,DC_Fast,30,CCS2,0.9694
ST0147-C06,ST0147,Fleet,DC_Fast,50,CCS2,0.9535
ST0147-C07,ST0147,Fleet,AC,22,Type2,0.9593
ST0147-C08,ST0147,Fleet,DC_Fast,50,CCS2,0.9695
ST0147-C09,ST0147,Fleet,AC,11,Type2,0.9522
ST0148-C01,ST0148,Mall_Retail,AC,11,Type2,0.9528
ST0148-C02,ST0148,Mall_Retail,AC,7,Type2,0.9496
ST0148-C03,ST0148,Mall_Retail,DC_Fast,50,CCS2,0.958
ST0148-C04,ST0148,Mall_Retail,AC,22,Type2,0.9523
ST0148-C05,ST0148,Mall_Retail,AC,11,Type2,0.9601
ST0148-C06,ST0148,Mall_Retail,DC_Fast,50,CCS2,0.9619
ST0148-C07,ST0148,Mall_Retail,DC_Fast,30,CCS2,0.9434
ST0148-C08,ST0148,Mall_Retail,DC_Ultra,120,CCS2,0.9488
ST0148-C09,ST0148,Mall_Retail,AC,11,Type2,0.9608
ST0148-C10,ST0148,Mall_Retail,DC_Fast,60,CCS2,0.9636
ST0148-C11,ST0148,Mall_Retail,AC,22,Type2,0.9565
ST0149-C01,ST0149,Residential,AC,11,Type2,0.9933
ST0149-C02,ST0149,Residential,DC_Fast,50,CCS2,0.9824
ST0149-C03,ST0149,Residential,AC,7,Type2,0.977
ST0149-C04,ST0149,Residential,AC,11,Type2,0.9823
ST0149-C05,ST0149,Residential,AC,7,Type2,0.983
ST0149-C06,ST0149,Residential,AC,22,Type2,0.9767
ST0149-C07,ST0149,Residential,AC,22,Type2,0.9778
ST0149-C08,ST0149,Residential,AC,11,Type2,0.9933
ST0149-C09,ST0149,Residential,AC,22,Type2,0.9869
ST0149-C10,ST0149,Residential,DC_Fast,60,CCS2,0.9809
ST0150-C01,ST0150,Fleet,DC_Ultra,120,CCS2,0.9821
ST0150-C02,ST0150,Fleet,DC_Ultra,150,CCS2,0.9766
ST0150-C03,ST0150,Fleet,DC_Fast,50,CCS2,0.9731
ST0150-C04,ST0150,Fleet,DC_Fast,50,CCS2,0.9705
ST0150-C05,ST0150,Fleet,DC_Fast,50,CCS2,0.9891
ST0150-C06,ST0150,Fleet,DC_Fast,50,CCS2,0.9818
ST0150-C07,ST0150,Fleet,DC_Ultra,180,CCS2,0.9771
ST0150-C08,ST0150,Fleet,DC_Fast,50,CCS2,0.9843
ST0150-C09,ST0150,Fleet,DC_Fast,30,CCS2,0.9876
ST0150-C10,ST0150,Fleet,DC_Ultra,180,CCS2,0.9743
ST0150-C11,ST0150,Fleet,DC_Fast,30,CCS2,0.9815
ST0150-C12,ST0150,Fleet,DC_Fast,50,CCS2,0.9817
ST0150-C13,ST0150,Fleet,DC_Fast,50,CCS2,0.9909
ST0150-C14,ST0150,Fleet,DC_Fast,60,CCS2,0.977
